,Doc Text,Sentiment
2666,feature dangerously seductive performance great daniel auteuil sade cover period kaufmann quill unsettlingly realistic result,1
2667,good script good dialogue funny even adults character interest often creatively constructed figure backstory film play equally well standard giant screen,1
2668,dark quirky road movie constantly defy expectation,1
2669,cho fearless pick apart human foible afraid lay life bare front audience delivery timing flawless,1
2670,vividly conveys shadow side 30 year friendship two english woman,1
2671,wild thornberrys movie pleasant enough message close tie animal certainly emphasize enough,1
2672,appeal probably limit lds church member undemanding armchair tourist,0
2673,daughter danang stick subject little long tell deep story,1
2674,kline utterly convince deeply appeal noble teacher embrace strict moral code flaw human quite live,1
2675,well write direct brutal honesty respect audience,1
2676,smith careful make fun curious owner architectural oddity instead show respect due,1
2677,ramsay visually transforms dreary expanse dead end distaste character inhabit poem art music metaphor,1
2678,every good actor need hamlet benigni shakespeare want define career pinocchio might well problem child iv,0
2679,difficult discern crazy work disturb genius merely 90 minute post adolescent electra rebellion,0
2680,lot thing,0
2681,steal harvard dip wallet swipe 90 minute time offer precisely recompense early laugh scatter around plot thin repetitious,0
2682,lisa rinzler cinematography may lovely love liza tale virtually collapse inhalant blackout maintain consciousness long enough achieve callow pretension,0
2683,sad thing knockaround guy lame aspiration grasp coolness vibe fact film flippant slick think,0
2684,3 4th fun spry 2001 predecessor rush slapdash sequel sake sequel less half plot ingenuity,0
2685,sensitive cultivate treatment greene work well remarkably faithful one,1
2686,tambor clayburgh make appeal couple understated sardonic appealingly manic energetic deserve well,0
2687,jackson accomplish amazing technical level,1
2688,white oleander movie akin reader digest condense version source material,1
2689,witty trenchant wildly unsentimental flaw look in out modern moviemaking,1
2690,enjoyably half wit remake venerable italian comedy big deal madonna street,1
2691,see inevitable hollywood remake flattens odd intriguing wrinkle,1
2692,almost spectacular coastal setting distracts slightly eccentric good naturedly aimless story,1
2693,wallace smart vary pitch movie balance deafen battle scene quieter domestic scene woman back home receiving war department telegram,1
2694,really wonder earth anyone anywhere could think make audience guffaw script utterly diabolical,0
2695,like veteran head cutter barbershop tune community,1
2696,hypnotic cyber hymn cruel story youth culture,1
2697,spielberg rare director want invite viewer gawk applaud special effect want part action wallpaper chosen reality thankfully,1
2698,story friendship proceeds way watch soap opera rather chronicle ups down accompany lifelong friendship,0
2699,costner warm milk persona ill fit shadyac perfunctory direct chop overtly silly dialogue would sink laurence olivier,0
2700,witness several greek american wedding happily victim none testify comparative accuracy m vardalos memory insight,1
2701,feel less like cousin blade runner like bottom feeder sequel escape new york series,0
2702,good film solid pedigree front specifically behind camera,1
2703,tadpole sophisticated funny good natured treat slight pleasure,1
2704,imperfect yes also intrigue honorable worthwhile addition distinguish film legacy,1
2705,steep 50s sociology pop culture movie lore appreciate emotional depth haynes work though haynes style ape film period message root decade,1
2706,beguile evocation quality keep dickens evergreen exuberant openness express basic emotion,1
2707,film blunt indictment part perhaps surreal campaign bring kissinger trial crime humanity,1
2708,change lane anomaly hollywood movie well write occasionally challenge social drama actually something interesting say,1
2709,film never find tone several scene run long,0
2710,spy kid 2 island lose dream however robert rodriguez adorns family film plot elegance maturity even contemporary adult movie lack,1
2711,much cast stiff plain bad,0
2712,marvelous performance allison lohman identity seek foster child,1
2713,silly frighten stolid funny project lazy affability nominal star david arquette,0
2714,barely tolerable slog well trod ground,0
2715,traditional moviemaking way do lot careful period attention well welcome wit,1
2716,get well foster leave little room,0
2717,en sí mismo el rey león e un espectáculo digno de contemplarse en cine dvd en su soberbio montaje teatral pero el hacerlo en la pantalla imax es una experiencia colosal,1
2718,end leave something like two ship pass night rather insight gay love chinese society price one pay dishonest,0
2719,generic bloodbath often become laughably unbearable merely offensive,0
2720,thanks small star big heart family film sequel plenty fun,1
2721,remake lina wertmuller 1975 eroti comedy might big husband wife disaster since john bo derek make ridiculous bolero,0
2722,writer director walter hill hypermasculine element able inject real vitality even art pulpy concept many hand would completely forgettable,1
2723,together miller kura actress make personal velocity intricate intimate intelligent journey,1
2724,cantet beautifully illuminate mean sometimes inside look time outside look,1
2725,ritchie treatment class reversal majorly ham fisted repetitive manifesto keep get thrown people face fact amber joke,0
2726,rain small treasure envelop viewer literal spiritual torpor anything cathartic,1
2727,get root psychology film would require many session couch dr freud,1
2728,seem film art rip people without ever let consciously know do,0
2729,hard may believe earth surprisingly similar teen drama well film,0
2730,pleasant romantic comedy,1
2731,warning resist temptation film blunt challenge offer easy reward stay clean,1
2732,mostly pleasure watch reason self aware often self mock intelligence,1
2733,even though common knowledge park found partner yong kang lose kozmo end help get catch thrill company astonish growth,1
2734,mcconaughey fun watch dragon okay much fire script,0
2735,mais um momento inspirado de david fincher,1
2736,pleasant piece escapist entertainment,1
2737,possible documentary utterly entrance subject still show virtually understanding,0
2738,part charm satin rouge avoids obvious humour lightness,1
2739,disguise one bad film summer year matter,0
2740,like four lead actor lot manage squeeze laugh material tread water best forgettable effort,0
2741,close two hour audience force endure three terminally depress mostly inarticulate hyper dysfunctional family price one,0
2742,home alone go hollywood funny premise kid start pull stunt even steven spielberg would know besides real movie producer nice,0
2743,firmly believe good video game movie go show soon also believe resident evil,0
2744,forgettable horror gory psychological highly satisfy quotient friday night excitement milla power,1
2745,unsophisticated sci fi drama take seriously,0
2746,rich tale time well tell appropriate minimum mean,1
2747,bore parade talk head technical gibberish little advance linux cause,0
2748,somehow manage make way past crappola radar find small place heart,1
2749,hysterical yet humorless disquisition thin line suck face literally suck face,0
2750,moviegoer would automatically bypass hip hop documentary give scratch second look,1
2751,superior horror flick,1
2752,serious movie serious idea seriously folk work,0
2753,little objectivity could go long way,0
2754,poorly script preachy fable forgets unfold coherent believable story zeal spread propaganda,0
2755,good hard edge stuff violent bit exploitative also nicely do morally alert street smart,1
2756,evocative imagery gentle lap rhythm film infectious get skin draw us long plot kick gear,1
2757,one feel dim certain ambition place sweetness clarity emotional openness recall classic early italian neorealism,1
2758,beautiful ache sadness paul cox need show decide need see,1
2759,ramsay succeed primarily typical blend unsettle atmospherics deliver series abrasive stylized sequence burn upon viewer memory,1
2760,clear try say even doubt would interest,0
2761,like movie child song include line stepdad mean adjusting,1
2762,whole stretch film may incomprehensible moviegoer already clothe basic black,0
2763,movie like bartleby something stiff extra dry office comedy seem twice long 83 minute,0
2764,hard believe life like sound dull,0
2765,sermonize lifeless paean teenage dullard,0
2766,visual flourish little obvious restrain subtle storytelling fine performance make delicate coming age tale treat,1
2767,era soprano feel painfully redundant inauthentic,0
2768,exhaust family drama porcelain empire hard flick subject matter,0
2769,broomfield film capture effect tragic death hip hop culture succeed powerful look failure justice system,1
2770,life worth watch paths worth follow,1
2771,merchant ivory team continue systematically destroy everything hold dear cinema begin split even damage,0
2772,get ten little indians meet friday 13th way clean sober film set carpenter thing load actor likely find next inevitable incarnation love boat,0
2773,stylish thriller,1
2774,really care much love story set struggle simply ludicrous borderline insulting,0
2775,interview assassin structure less documentary find relic film difficult time shake blair witch project real time root,0
2776,rollick ride jaw drop action sequence strike villain gorgeous color palette astound technology stir music boffo last hour lead strangely sinister happy end,1
2777,writer director david jacobson star jeremy renner make remarkable film explores monster psychology order excuse rather demonstrate pathology evolve human impulse grow hideously twisted,1
2778,film hinge cast glover really fit part,0
2779,charm often affect journey,1
2780,movie avalanche eye pop visual effect,1
2781,cinema pledge allegiance cagney lacey,0
2782,punch drunk love little like chocolate milk moustache,1
2783,demand standard quality art choose deserve trash get,0
2784,action sequence fun reminiscent combat scene star war series,1
2785,often viewer react humor much wincing back repugnance,0
2786,quietly reflective melancholy new zealand film eventful summer 13 year old girl life,1
2787,erotic thriller neither erotic thrilling either,0
2788,beautifully animate epic never dull,1
2789,film director labute continue improve,1
2790,clunky busy rib truly entertain,0
2791,film sometimes flags enough secondary action keep thing move along brisk amuse pace,1
2792,much lily chou chou mesmerizing plaintiveness could make weep,1
2793,write cut achieve kind dramatic unity transport end simply admire bit performance,0
2794,enough trivializes important crisis reduces almost comic embarrassment,0
2795,sweet memorable film,1
2796,hard raunchy college humor ticket right,1
2797,director dirk shafer co writer greg hinton ride dubious divide gay porn reach serious drama,0
2798,comedy swing jostle rhythms life,1
2799,well phantom menace unless absolute rave star war junkie much fun,0
2800,merely technical logistical feat russian ark mark cinematic milestone,1
2801,new guy even bull get recycle,0
2802,even foreign director borrow stuff hollywood invariably shake formula make interesting,1
2803,film lack general focus make compassion corcuera manage find seed hope form collective action,1
2804,ambitious work,1
2805,pumpkin want way,0
2806,ounce honesty entire production,0
2807,pure intention passably divert secret life light innocuous unremarkable,0
2808,perplexed watch unfold astonish lack passion uniqueness,0
2809,despite fact film bad thought go still good movie,0
2810,much write assembled frankenstein like marginally good shoot em ups,0
2811,exactly kind movie toback detractor always accuse make,0
2812,can not enjoy even level one enjoy bad slasher flick primarily dull yes dull,0
2813,wildly erratic drama sequence make wince embarrassment others thank actor quite touch,0
2814,start original story instead slap extreme humor gross gag top old crap,0
2815,roman coppola score point style stagger term story,1
2816,actor simply good story intrigue technical flaw get way,1
2817,passable enough shoot k court house life type flick strictly middle road,0
2818,pleasant enough comedy find summer place,1
2819,one herzog least inspire work,1
2820,formuliac fun,1
2821,film different apple striking encourage us see samira makhmalbaf distinctive sensibility work develop film language conspicuous success,1
2822,whaley determination immerse sheer unrelenting wretchedness exhaust,0
2823,despite dry wit compassion film suffers philosophical emptiness maddeningly sedate pacing,0
2824,lack thesis make maryam end play intellectual emotional impact school special,0
2825,death might release,0
2826,every opportunity something clever film go right edge kill every sense believability leave surprise series explosion violence banderas look like try laugh bad,0
2827,even 90 minute play opposite bullock grant still look ill ease share scene painless time killer becomes instead grate endurance test,0
2828,accord script grant bullock character make never guess performance,0
2829,parochial accessible choose standoffish everyone else smugly suggest superior moral tone important filmmaking skill,0
2830,allow use word new title original character siuation joke entire movie,0
2831,one shake feeling crossroad nothing hour half long commercial britney late album,0
2832,exercise biography hero worship,0
2833,cox offer plenty glimpse exist photo movie nijinsky instead director treat us aimless hodgepodge,0
2834,thirsty consume passion drive movie repetition say behavior child century mindless love mad grate bore anything else,0
2835,hard believe joker suppose pull four similar kidnapping,0
2836,un thriller manqué qui tombe sur les nerfs presque dès la première image,0
2837,movie script paul pender make wood relentlessly folksy procession stagy set piece stack binary opposition,0
2838,like many biographical melodrama suffers awkwardness result adhere messiness true story,0
2839,monster bear make,0
2840,formula family tearjerker tell heavy irish brogue accentuate rather mute plot saccharine thrust,0
2841,frenetic really funny,0
2842,best early play culture clash brother,1
2843,piece film buzz whir little actually click thing never get ground,0
2844,see sweep away feel sorry madonna,0
2845,wildly uneven hit miss enterprise help suspect improvised day day basis production,0
2846,movie end outtakes character forget line utter uhhh well write movie,0
2847,like excruciate end day collateral damage present schwarzenegger tragic figure sympathy really belong viewer force watch try many complicate facial expression,0
2848,miller come film brace intelligence vision painterly literary,1
2849,satire unfocused story go nowhere,0
2850,thirty year ago would groundbreaking tired,0
2851,ruh roh romething really wrong ricture,0
2852,seldom movie closely match spirit man work,1
2853,film busy make reference film try film fails heart mind humor,0
2854,watstein handily direct edits around screenplay sappier element sustain hook buildup remarkable assuredness first timer,1
2855,seem even uselessly redundant shamelessly money grub third rate horror sequel,0
2856,cacoyannis perhaps effective create atmosphere dust cake stagnation labor gentility,0
2857,case pregnant premise waste script take chance manage insult intelligence everyone audience,0
2858,credibility level low character development non starter,0
2859,eric schweig graham greene exude air dignity perfect proud warrior still linger souls character,1
2860,wife actress work well lead companionable couple,1
2861,festival cannes nails hard boil hollywood argot bracingly nasty accuracy much film include cast frustratingly unconvincing,0
2862,result however well intentioned ironically sort disposable kitchen sink homage illustrate whole often less sum part today hollywood,0
2863,movie thesis elegant technology mass surprisingly refresh,1
2864,great escapist fun recreate place time never happen,1
2865,schnitzler fine job contrast sleekness film present playful paranoia film past,1
2866,passionate irrational long suffering cruel tarantula helga figure prominently movie help keep proceeding funny grown ups rugrats,1
2867,usually get much syrup like pancake go,0
2868,film quiet threatening unforgettable,1
2869,film confuse one level another make ararat far demand need,0
2870,production make enormous amount affection believe character love,1
2871,violent initiation rite audience much angelique open dance guarantee karmen enthronement among cinema memorable woman,1
2872,though mean best work laissez passer distinguish distinctive effort bona fide master fascinate film replete reward willing make effort reap,1
2873,sit last reel spoiler alert significantly less charm listen four year old taste exaggeration recount halloween trip haunt house,0
2874,soderbergh tend place psychological philosophical material italic rather trust audience intelligence create overall sense brusqueness,0
2875,meaty deeper begin end would easily tip film range strong love robust middle picture,1
2876,coda every sense pinochet case split time minute minute account british court extradition chess game regime talk head survivor,1
2877,take talent make lifeless movie heinous man ever live,0
2878,film would work much good video installation museum viewer would free leave immediately,0
2879,nicole kidman evolve star superstar time past year mean birthday girl kind quirkily appeal minor movie might make,1
2880,emerges something rare issue movie honest keenly observed feel like one,1
2881,pepper witty dialogue inventive moment,1
2882,scott delivers terrific performance fascinate portrait modern lothario,1
2883,absorb documentary,1
2884,fessenden nurtured metaphor expense narrative display original talent,0
2885,wait hit cable,0
2886,rather real figure elling kjell bjarne become symbolic character whose action suppose relate something naïf encounter world,0
2887,undisputed exactly high grip tidy little movie take mr hill high,1
2888,fulfills minimum requirement disney animation,1
2889,self congratulatory 3d imax rah rah,0
2890,cartoon really good enough afternoon tv movie really good enough theater,0
2891,character deeply think right think film,1
2892,cheerful enough imminently forgettable rip besson earlier work,0
2893,mindless bore martial art gunplay little excitement zero compelling storyline,0
2894,straight shoot family film award animal respect rarely give,1
2895,lead performance oscar size quaid utterly fearless tortured husband live painful lie moore wonderfully underplays long suffer heroine unflappable 50s dignity somewhere jane wyman june cleaver,1
2896,best straight old school horror film last 15 year,1
2897,new plot conception environmental change different body sharp object rip,0
2898,improvement feeble example big screen poke mania precede,0
2899,overall fabric hypnotic mr mattei foster moments spontaneous intimacy,1
2900,watch film nearly provoke take life hour win best picture might,0
2901,ultimate ride basically kind great hit reel might come subscription espn magazine,1
2902,film present classic moral condundrum drama would do survive problem film whether ambition laudable justify theatrical simulation death camp auschwitz ii birkenau,0
2903,seldom bore well also rarely coherent,0
2904,little atmosphere generate shadowy light macabre set endless rain offset sheer ugliness everything else,0
2905,original rob element surprise huge laugh story irresponsible cop love play prank,0
2906,like real film nijinsky least well eponymous 1980 biopic use soap place mystery linger,1
2907,find movie divide dysfunctional family portrays,0
2908,disappointingly superficial movie element necessary fascinate involve character study never scratch surface,0
2909,movie dawn dead cross john carpenter ghost mar zombie ghoulish first train big second,0
2910,reno take credit movie success one cool actor never seem aware coolness,1
2911,uno de los policiales más interesantes de los últimos tiempos,1
2912,thoroughly enjoyable heartfelt come age comedy,1
2913,sex stranger shock many unblinking frankness miss moral filmmaker point deem necessary document emotional misery,0
2914,hey least title film let know exactly head,0
2915,film masterpiece nuance characterization mar inexplicable utterly distract blunder end,1
2916,watch film feel mainly suspense excitement dominant feel something like nostalgia,1
2917,brainless enjoyably top retro gang melodrama deuces wild represent fifty teen gang machismo way border rough trade homo eroticism,0
2918,well suit history biography channel argue tone movie leave bad taste mouth question mind,0
2919,film could possibly contemptuous single female population,0
2920,serve sara long way go reach level crudity late austin power extravaganza nothing match movie intermittent moment inspiration,0
2921,come family eats meddle argues laugh kibbitzes fight together go see delightful comedy,1
2922,final minute perceptive study two family crisis two girl whose friendship severely test bad luck immaturity,1
2923,energetic stunt sequence briefly enliven film wheeze terrorist subplot stamina 100 minute run time protagonist bohemian boorishness mar spirit good clean fun,0
2924,hollywood end disappointing woody allen movie ever great cast great idea execution flop exception six gag really work,0
2925,comedy nonexistent,0
2926,maybe leblanc think hey movie baseball playing monkey worse,0
2927,movie belong sorority would call beta alpha delta,0
2928,movie inhuman monster human one,1
2929,movie silly beyond comprehension even silly would still beyond comprehension,0
2930,film earnest try beachcombing verismo would even indistinct strike quietly vulnerable personality m ambrose,1
2931,admit egomaniac evans hollywood villain yet grate showcase almost make wish go way simpson,0
2932,performance absolute joy,1
2933,halfway however suck dry undead action flick formula blade ii mutate gross monster movie effect silly scary,0
2934,many improbability rise colored situation temper could impact film,0
2935,seem long convolute ploy get men drag period drag less,0
2936,ejemplo de una cinta en que importa el talento de su reparto lo interesante que pudo haber resultado su premisa pues el resultado e francamente aburrido por momentos deplorable,0
2937,please often funny comedy,1
2938,far imaginative ambitious trivial cash feature nickelodeon make animated tv series,1
2939,know frailty turn bill paxton list director rest contentedly knowledge make least one damn fine horror movie,1
2940,woody allen write deliver one liner well anybody lot problem movie,0
2941,kwan make mix match metaphor intrigue lull us torpor cultivate allergy action,0
2942,movie drag think heard mysterious voice felt powerfully draw toward light light exit sign return beyond warn movie 90 minute long life short,0
2943,allen execution date close documentary give especially poignant portrait friendship never flagging legal investigator david presson,1
2944,semi autobiographical film sloppily write cast can not believe anyone central creation bugsy caterer anything,0
2945,happen pluto nash ever get make,0
2946,new best friend go straight video go straight mystery science theater 3000 video,0
2947,everything film work include somewhat convenient end,0
2948,everything peg groove new york date comedy issue simplify,0
2949,short sweet also anything else slight tadpole pull back consequence action revelation,0
2950,friday worth wait,0
2951,part work beautifully movie without sacrifice integrity opera,1
2952,ordinary melodrama heavy religious symbol wafer thin dramatic substance,0
2953,familiar rise fall tale long glamour short large moralistic consequence though told sharp ear eye tenor time,1
2954,straightforward old fashion best possible sens word possession movie put squarely service lover inhabit,1
2955,wwii drama well plot visually strike fill enjoyably complex character never first appear,1
2956,refresh,1
2957,aaa action xxx blast adrenalin rat eee excitement vin diesel man,1
2958,movie strain stay light comic side issue despite difficulty deal destruction property potentially life,0
2959,slummer,0
2960,linklater fan pretentious type want appear avant garde suck project,0
2961,real woman may many agenda also win big way,1
2962,essentially awkward version lightweight female empowerment picture watch decade,0
2963,picture erratic central character,0
2964,instantly forgettable snow stuntwork extravaganza likely upstaged avalanche appeal holiday season product,0
2965,much like robin williams death smoochy already reach expiration date,0
2966,high mind snoozer,0
2967,ugly revolt movie,0
2968,twenty three movie mostly magnificent directorial career clint eastwood efficiently minimalist style finally fail big time,0
2969,overall tomfoolery like matter taste,0
2970,thanks confident filmmaking pair fascinate performance way destination really special walk wood,1
2971,collateral damage despite alleged provocation post 9 11 antique end star attitude obliviousness,0
2972,buries interest storyline morality choice make underneath mountain clichés borrow image might accurately title mr chip old block,0
2973,disappointment love alternate version bard particularly one involve deep fryer hamburger,0
2974,earnest community college advertisement american chai enough make put away guitar sell amp apply medical school,0
2975,fortunately elling never get cloy thanks actor perfect comic timing sweet genuine chemistry,1
2976,special effect brilliantly bold color heighten reality hide giant achilles heel stuart little 2 story folk,0
2977,binoche magimel perfect role,1
2978,chilly remote emotionally distant piece dull tagline space one hear snore,0
2979,romantic thriller steep atmosphere wartime england ably capture speech pattern moral code ideal 1940s,1
2980,anemic pretentious,0
2981,film try patience even cinema besotted critic one,0
2982,fiji diver rusi vulakoro married couple howard michelle hall show us world love make us love,1
2983,gooding offer desperately ingratiate performance,0
2984,adapt kevin molony simon ley novel death napoleon direct alan taylor napoleon journey interest parisian rebirth stillborn,1
2985,first half burst goofy energy previous disney film use minute,1
2986,story determine woman courage find husband war zone offer win performance effect moment,1
2987,documentary make stone weep shameful scary,1
2988,try hard funny way loud goofy short attention span,0
2989,santa clause 2 barely adequate babysitter old kid get give thumb,0
2990,santa clause 2 plot may sound like co write mattel executive lobbyists tinsel industry,0
2991,williams play sy another open face smile madman like killer insomnia well slight difficulty accept role,1
2992,eye seem like recycle clichés assassin great hit others remind hong kong action cinema still alive kicking,1
2993,deliberative account lifestyle characterize surface obsession one typify delirium post pre extant stardom,1
2994,gaghan throw every suspenseful cliché book nonsensical story,0
2995,two lead almost good enough camouflage dopey plot much naturalistic small talk deliver almost muffle exchange eventually lull effect,0
2996,include much obvious pad,0
2997,mr deed suitable summer entertainment offer escapism without require great deal thought,1
2998,plot hole big enough shamu killer whale swim,0
2999,little well mounted history lesson,0
3000,long spy spy video store near,0
3001,little weak funny,0
3002,roman polanski direct pianist like surgeon mend broken heart meticulously without passion,0
3003,feel like community theater production great broadway play even best never hold candle original,0
3004,something fishy seasonal holiday kid movie derive moment convince emotional gravity scene santa give gift grownup,0
3005,way original even memorable downtown saturday matinee brain candy disappoint,1
3006,nicolas cage first actor lead group talented friend astray movie create ruffle already erratic career,0
3007,beautifully accomplished lyrical meditation bunch despondent vulnerable character live renown chelsea hotel,1
3008,garcia actor help make wobbly premise work,1
3009,promise one film truly deserve oscar nomination,1
3010,corpse count ultimately override little learn along way vicarious redemption,0
3011,smart ignore little smugly superior like could movie end slap target audience face shoot foot,0
3012,effective aspect margarita happy hour represent auspicious feature debut chaiken,1
3013,cast uniformly excellent film merely mildly charm,0
3014,writhe wail tear rage opium overdoses sense actual passion wash away love dissolution,0
3015,guarantee move anyone ever shake rattle roll,1
3016,jason cheesy effect hoary plot macabre self deprecate sense humor make lot,1
3017,godard ode tackle life wonderment ramble incoherent manifesto vagueness topical excess praise love remain ponderous pretentious endeavor unfocused tediously exasperate,0
3018,affinity character nothing attractive see also difficult fathom,0
3019,well make indieflick need trim chemistry star,0
3020,late installment pokemon canon pokemon 4ever surprising less moldy trite last two likely much japanese anime set scenic forest pokemon graze peace,0
3021,vile incoherent mess scummy ripoff david cronenberg brilliant videodrome,0
3022,engross infectiously enthusiastic documentary,1
3023,overwrought melodramatic bodice ripper,0
3024,refresh see robin williams turn 180 degree string insultingly innocuous sappy fiasco make last several year,1
3025,first time year de niro dig deep emotionally perhaps stir powerful work co star,1
3026,seriousness high literary aspiration stun act film applaud,1
3027,whenever think figure late marriage throw loop,1
3028,dog good parent vain jia defoliation ego make film touch despite doldrums,1
3029,possession elizabeth barrett brown meet nancy draw directed neil labute hmm,1
3030,high crime steal freely movie combine enough disparate type film help engage audience,1
3031,meditation faith madness frailty blood curdle stuff,1
3032,rather less sum underventilated père fils confrontation,0
3033,happily thing immune folly change taste attitude proof cinematic front look 20th anniversary edition film spielberg call retrospectively personal work yet,1
3034,third time charm yeah baby,1
3035,film list cast strong support player tale like central figure vivi little bit hard love,0
3036,film consider approach subject matter calm thoughtful agitprop thinness characterization make failure straight drama,1
3037,fairly disposable yet still entertaining picture,1
3038,delightfully quirky movie make curl broom,0
3039,martin barbara complex character sometimes tender sometimes angry delicate performance sven wollter viveka seldahl make hope frustration vivid,1
3040,captivate new film,1
3041,song second verse coulda well coulda worse,1
3042,charles entertain film chronicle seinfeld return stand comedy wrap legendary sitcom alongside wannabe comic adam attempt get shot big time,1
3043,strip dramatic construct austere imagery abstract character equal part poetry politics obvious time evocative heartfelt,1
3044,movie pad allen jelly belly,0
3045,trouble filmmaker run clever ideas visual gag halfway,0
3046,long repetitive take way many year resolve total winner,0
3047,warm realistic meditation friendship family affection,1
3048,doofus loose banter welcome collinwood cocky hour loopiness late night bull session eventually content nearly captivate rowdy participant think,0
3049,franco excellent choice wall combustible hustler give transcendent performance sonny need overcome gap character development story logic,1
3050,sens dull slasher films gorefests connoisseur psychological horror ticket,1
3051,sly female empowerment movie although way anyone would expect,1
3052,vulgar banal,0
3053,mantra behind project seem kid flick translation need try hard,0
3054,young star cute story ensue complication manipulative message blatant resolution convenient,0
3055,film something interesting odd would probably work well real documentary without insinuation mediocre act fairly trite narrative,0
3056,quite vision,1
3057,smug artificial ill construct fatally overlong never find consistent tone lack bite degenerate pious preachy soap opera,0
3058,cast delivers without sham raw nerve story,1
3059,collateral damage might imagine every aggrieved father cliché unturned,0
3060,comedy premise often hackneyed plain crude calculate provoke shock laughter without follow deep level,0
3061,highly personal look effect live dysfunctionally privilege lifestyle end wish could spend time world,1
3062,even less magic kingdom reese rule,0
3063,bravo reveals true intent film carefully select interview subject construct portrait castro predominantly charitable see propaganda,0
3064,strained comedy jettisons opportunity rock make mark serve usual chaotic nonsense,0
3065,know steven seagal consider star keep cast action film none ever good make money,0
3066,duvall strong always,1
3067,despite lag near finish line movie run good race one edge seat long stretch,1
3068,matter much arrogant richard pryor wannabe routine offensive puerile unimaginatively foul mouth least funny,0
3069,like leaf album photo accompany sketchy caption,0
3070,watched brainless insanity thing mount disbelief,0
3071,make think twice might go inside trailer park drive past even chiefly inspires drive little faster,1
3072,imagine james woods character videodrome making home movie audrey rise show kid sixth sense imagine ring,0
3073,set romantic comedy apart hollywood romantic comedy low key way tackle seem like do death material,1
3074,grace kind social texture realism would foreign american teen comedy,1
3075,despite old hat set predictable plot empire still enough moment keep entertain,1
3076,nothing debases concept comedy quite like grind bad idea showtime cram full,0
3077,another wholly unnecessary addition grow molder pile well extreme stunt picture,0
3078,think movie probably like,1
3079,green might want hang onto ski mask robbery may way pay next project,0
3080,unassuming pure heart help warmly extend arm yell safe,1
3081,katz documentary much panache material rich need,1
3082,fly wall method use document rural french school life refresh departure prevalent technique docu maker visible part work,1
3083,kiarostami craft deceptively casual ode child manage convey tiny sense hope,1
3084,skin man get cheap shock kid peril theatrics also tap primal fear young people try cope mysterious brutal nature adult,1
3085,coppola make film intoxicate atmosphere little else,0
3086,unremarkable modern action comedy buddy movie whose nod nostalgia title,0
3087,holland let thing peter midway notably well act far less crass recent effort burgeon genre film black urban professional,0
3088,howard appreciation brown write clearly well mean sincere movie would impossible sit support cast,0
3089,actor rock aptly name,0
3090,member manage pronounce kok exactly think might thus give cast ample opportunity use term often possible beavis butthead yet always seem elicit chuckle,1
3091,skip work see first opportunity,1
3092,comprehensive provocative film one push boundary biography challenge audience,1
3093,painful watch viewer willing take chance reward two year accomplish rivet film performance,1
3094,showtime one hapless victim arrogant put together wry white man chatty black man give gun movie funny syndrome,0
3095,laugh smile survive,0
3096,movie appear run hypertime reverse truly funny bit get apart,0
3097,one three gag white intermittently wise script hit mark rest padding unashamedly appropriate teen exploitation playbook,0
3098,depth study important development computer industry make require viewing university computer science department year come,1
3099,cockamamie tone poem pitch precipitously swoony lyricism violent catastrophe aggressively nerve wrack screamingly neurotic romantic comedy cinema history,1
3100,high spirit buddy movie reunion berlin anarchists face arrest 15 year crime,1
3101,dumb movie dumb character dumb thing really dumb see go,0
3102,tasty appetizer leave want,1
3103,watch sense openness little surprise,1
3104,story suffers severe case oversimplification superficiality silliness,0
3105,passable romantic comedy need another couple pass word processor,0
3106,behind snow game lovable siberian husky plus one sheep dog picture host parka wrap dose heart,1
3107,originality menu never dull moment giant spider invasion comic chiller,1
3108,strange beautiful film,1
3109,miller craft intriguing story maternal instinct misguide act affection,1
3110,artful yet depress film make melodramatic mountain molehill miss bike,0
3111,well go know full well go happen willing let earnestness execution skill cast take familiar road twist cynic need apply,1
3112,concoction bizarre adult mind actually charm triumph intend 12 audience concern,1
3113,hill quite generation siegel robert aldrich discernible feel beneath chest hair bluster cliché,0
3114,k 19 may hold lot water submarine epic hold even less turn elegiacally soggy save private ryanovich,0
3115,represent worthy departure culture clash comedy mark emerge indian american cinema,1
3116,somehow wildly implausible strangely conventional,0
3117,film star anthony hopkins chris rock typical fish water story see million time one problem fish water usually die one,0
3118,still adam sandler little nicky many us good enough,1
3119,whole thing feel like ruse tactic cover fact picture construct around core flimsy bad yet nonexistent idea,0
3120,seem impossible make serial killer jeffrey dahmer boring,0
3121,two hour sepia tint heavy metal image surround sound effect people moan,0
3122,kaufman script never especially clever often rather pretentious,0
3123,remarkably allure film set constrictive eisenhower era one suburban woman yearn face loss shatters cheery tranquil suburban life,1
3124,script cover huge heavy topic bland surfacey way offer insight instance good thing happen bad people,0
3125,strangely stir experience find warmth cold environment make crumb emotional comfort feel like 10 course banquet,1
3126,big problem roger avary uproar mpaa even director cut glory make film barely shock barely interest barely anything,0
3127,modicum patience find character foible timeless unique perspective,1
3128,director boris von sychowski instead opts routine slasher film probably fun make sit,0
3129,swimfan fall victim sloppy plot insultingly unbelievable final act villainess crazy interesting,0
3130,ready make midnight movie probably stand cold light day right condition goofy entirely wholesome fun,1
3131,entry portal rule attraction spend movie feeling depress shallow selfish greedy character,0
3132,cliche thick cigarette smoke,0
