,Doc Text,Sentiment
3093,keep much plot jettison stuff would make move experience people read book,0
3094,atom egoyan conjure multilayered work tackle number fascinate issue,1
3095,tuck everlasting achieves delicate balance romantic innocence philosophical depth,1
3096,innocence holiday cheer use,0
3097,danny huston give astound performance deftly gradually reveals real human soul bury beneath spellbind serpent smirk,1
3098,disturb frighteningly evocative assembly imagery hypnotic music compose philip glass,1
3099,even 50 million us budget pinocchio never quite achieve feel fanciful motion picture,0
3100,taylor take us ride consistently surprising easy watch oh dumb,0
3101,piece mildly entertaining inoffensive fluff drift aimlessly 90 minute lodge crack ever grow category unembarrassing unmemorable,0
3102,smith approach never tease except gently way make us consider eccentricity express home,1
3103,movie make absolutely sense underlie mythology hodgepodge inconsistency pose question since dumb entertainment dumb,0
3104,chekhov well chekhov would shame introduction one great play last 100 year,0
3105,us sharp humor insight human nature examine class conflict adolescent yearn root friendship sexual identity,1
3106,write michael berg michael wilson story wilson relentless wise guys time approach try way hard get tiring time,0
3107,michael moore perfect art highly entertain self aggrandize politically motivated documentary making get potent topic ever,1
3108,strength weakness play virtually stand unfortunate trump card dreary mid section film,0
3109,though story hackneyed character freshness modesty transcends predicament,1
3110,actor good pauline paulette van der groen describe belgium national treasure especially terrific pauline,1
3111,one best movie year,1
3112,ultimately jane learns place girl softens lose intensity make interesting character begin,0
3113,like old myth wonder tale spin afresh,1
3114,unencouraging threefold expansion former mtv series accompany stunt hungry dimwit random series collect gags prank pratfall dare injury etc,0
3115,action thriller dark comedy one repellent thing pop cinematic year already litter celluloid garbage,0
3116,rock destine 21st century new conan go make splash even great arnold schwarzenegger jean claud van damme steven segal,1
3117,gunfest rock concert,0
3118,fifty car pileup cliche,0
3119,time mr burn try something martin scorsese street realist mode self regard sentimentality trip,0
3120,exploitative largely devoid depth sophistication would make watch graphic treatment crime bearable,0
3121,anemic pretentious,0
3122,movie negligible work manipulation exploitation piece usual worst guilt trip parent,0
3123,beautifully direct convincingly act,1
3124,decide whether admire people dedication cause repel dogmatism manipulativeness narrow fearful view american life,1
3125,combine sharp comedy old fashion monster movie atmospherics genuine heart create film merely kick undead also deal regret ultimately finding redemption,1
3126,one important exhilarate form animate filmmaking since old walt doodle steamboat willie,1
3127,full surprise,1
3128,experience engross like bury new environment,1
3129,strained comedy jettisons opportunity rock make mark serve usual chaotic nonsense,0
3130,story determine woman courage find husband war zone offer win performance effect moment,1
3131,addict film violence form find anything appreciate,0
3132,diverse astonishingly articulate cast palestinian israeli child,1
3133,sem se preocupar em criar momentos melodramáticos para arrancar lágrimas espectador pianista é um filme triste sem que para isso precise ser emocionante,1
3134,earnest unsubtle hollywood predictable green dragon still deeply move effort put human face travail thousand vietnamese,1
3135,mindless bore martial art gunplay little excitement zero compelling storyline,0
3136,man elysian field cold bliss less work groan along think important comment life throw us beguile curve,0
3137,collage clichés dim echo allusion film,0
3138,frustrate combination strain humor heavy hand sentimentality,0
3139,may drug dealer kidnap unsavory folk tone pace shockingly intimate,1
3140,graceful move tribute courage new york fine nicely understated expression grief share nation sacrifice,1
3141,tough startle almost doze,0
3142,meander confuse,0
3143,rather tired exercise nostalgia,0
3144,movie cute take seriously still feel like make stone college student,0
3145,burn fifth beer soak film feel almost every possible way write direction soggy performance toss,0
3146,movie load good intention zeal squeeze action emotion familiar dramatic arc holocaust escape story minac drain movie individuality,0
3147,sit crummy wannabe hip crime comedy refers incessantly old movie could rent movie instead let alone seek respectable new one,0
3148,outer space buff might love film others find pleasures intermittent,0
3149,interest remake pale imitation,0
3150,like kiss jessica stein amy orgasm key strength willingness explore principal character honesty insight humor,1
3151,film idea stretch point evaporation whole central section one big chase seem goal urgency filler,0
3152,know laugh hey fart get inner nine year old,1
3153,fascinate experiment play poetic strict reality create intriguing specie artifice give lady duke something theatrical air,1
3154,film manages find greatness hue drastic iconography,1
3155,attal mix comedy serious exploration ego jealousy within seemingly serene marriage,1
3156,banal virulently unpleasant excuse romantic comedy,0
3157,neither funny film eddie murphy robert de niro ever make showtime nevertheless efficiently amuse good collapse exactly kind buddy cop comedy set lampoon anyway,1
3158,average local news columnist big rant war modern landscape architecture small town america,0
3159,first shock thing sorority boys actually watchable even baffle funny,1
3160,ordinary restore harmon prominence despite creepy scene evoke childish night terror praiseworthy attempt generate suspense rather gross audience,0
3161,even movie enjoy mild escapism one fear frustration provoke intolerable level,0
3162,despite flaw crazy hell mark encourage new direction la salle,1
3163,ultimately project come across clinical detach uninvolving possibly prompt audience member wonder point,0
3164,none half move filmmaker seem think,0
3165,feel bad king honestly try schwartzman shot foot,0
3166,trial henry kissinger remarkable piece filmmaking get,1
3167,unspools like highbrow low key 102 minute infomercial blend entrepreneurial zeal testimony satisfy customer,0
3168,alan fellow survivor idiosyncratic enough lift movie playwriting 101 premise,1
3169,crummy,0
3170,preachy parable stylize touch john woo bullet ballet,0
3171,solid cast assured direction complete lack modern day irony,1
3172,let cut consumer advice bottom line stay home,0
3173,deliciously mean spirit wryly observant,1
3174,densely construct highly referential film audacious return form comfortably sit among jean luc godard fine work,1
3175,turn grip amuse tender heart wrench laissez passer earmark french cinema best,1
3176,director barry skolnick screenwriter glibly tick every point long yard playbook like checklist,0
3177,extreme ops regret report ops extreme enough,0
3178,bad movie lucky viewer seat next one ignorant pinheads talk throughout show,0
3179,picture score perversely cheerful marcus miller accordion harmonica banjo abomination monument bad florid variety,0
3180,freundlich make crudup suburban architect cipher,0
3181,even generally amuse time time spy problem majority action comedy,0
3182,undeniably intrigue film adventurous young talent find inspiration fringe american underground,1
3183,pacino brilliant sleep deprive dormer increase weariness much existential physical,1
3184,storytelling value can not deny even solondz thirst controversy sketchy character immature provocation fully succeed cheapen,1
3185,pool drown boredom,0
3186,like predecessor classic provide reasonably attractive holiday contraption one family look clean kid friendly out investigate,1
3187,pacino best year keener marvelous,1
3188,dull spiritless silly monotonous ultra loud blast pointless mayhem go nowhere fast,0
3189,movie make hard work seem heroic deserves look,1
3190,year hollywood craft solid formula successful animated movie ice age improve terrific computer graphic inventive action sequence droll sense humor,1
3191,austin power goldmember cinematic car wreck catastrophic collision tastelessness gall nevertheless leave fan clamor another ride,1
3192,penetrate glimpse tissue thin ego stand comic,1
3193,mckay seem embarrassed invention try rush intermediary passage apparently hop audience notice glare triteness plot device put service,0
3194,ver wiel desperate attempt wit lose leaving character critical jim two dimensional pointless,0
3195,explore value choice worthwhile topic film choice contrive artificial kerrigan platinum blonde hair,0
3196,funny touch film gorgeously act british cast rival gosford park,1
3197,tadpole emblematic witless ageism afflict film young cool young cool,0
3198,film exudes urbane sweetness woody allen seem bitterly forsake,1
3199,deeply felt vividly detailed story newcomer strange new world,1
3200,sha na na sketch punctuate graphic violence,0
3201,film explosion death spy ballistic eck vs sever seem safe child film well mother deer even dy,0
3202,high crime know mistake bad movie make determined make maybe nobility sort,1
3203,well intentioned though may soap opera morality tales antiseptic preprogrammed feel school special,0
3204,script kick mr hartley distend pace foot drag rhythm follow,0
3205,davis bright chipper style keep thing move never quite manage connect wish fulfilling character human race,0
3206,movie kid need lesson repugnance also smart barb enough old viewer everyone think poo poo joke edgy,0
3207,shunji iwai lily chou chou beautifully shot ultimately flaw film grow japan,0
3208,cherish would work lot good short film,0
3209,satisfy niblet,1
3210,generation artifact capture brief era insanity sport arena surely can not last,1
3211,foster breathes life roll could otherwise bland run mill,1
3212,harrison flower put heart right place brain particular place,0
3213,despite charm heart quirky soccer import forgettable,0
3214,labute avoid fatal mistake modern era change male academic low class brit american choice upset novel exquisite balance shred fabric film,0
3215,none original particularly funny,0
3216,pap invest undergraduate double subtexts ridiculous stab existentialism remind discovery wizard god fifth trek flick,0
3217,wise elegiac,1
3218,fantasma boldly confidently orchestrate aesthetically sexually impact deeply rightly disturb,1
3219,suck classic robert louis stevenson treasure island fill void sci fi video game graphic disney fied adolescent angst,0
3220,swimfan like fatal attraction eventually go overboard loony melodramatic denouement high school swim pool substitute bathtub,0
3221,funny triumphant move documentary,1
3222,parker commend take fresh approach familiar material determination remain true original text lead adopt somewhat mannered tone ultimately dull human tragedy story core,0
3223,let brush humanity psycho without make less psycho,1
3224,film present visceral dangerously honest revelation men machine behind curtain planet,1
3225,take talent make lifeless movie heinous man ever live,0
3226,excitement come credit finally roll get leave theater,0
3227,despite fact film bad thought go still good movie,0
3228,movie like guy film criticism consider work,0
3229,weird arrest little ride,1
3230,robin williams depart fun friendly demeanor exchange darker unnerving role,0
3231,crush disappointment,0
3232,scenic appeal cesspool,0
3233,live action cartoon fast move cheerfully simplistic 88 minute exaggerated action put together preteen boy mind,0
3234,aspires crack lunacy adventure buckaroo banzai thanks astonishingly witless script end like adventure ford fairlane,0
3235,kind colorful dramatized pb program frida get job do watch documentary,0
3236,sequel everything original contrive overblown tie ready,0
3237,amount burn blast stab shoot hide weak script,0
3238,star war back major way,1
3239,kind movie want bang head seat front cluelessness idiocy utterly misplace earnestness,0
3240,worth extra effort see artist still commit growth ninth decade change remain true principle film whose subject quite pointedly peril effort,1
3241,mawkish implausible platonic romance make chaplin city light seem dispassionate comparison,0
3242,mcconaughey fun watch dragon okay much fire script,0
3243,sentimental cliche mar otherwise excellent film powerful performance mel gibson brutal 90 minute battle sequence everything issue dog tag 16,1
3244,refresh see movie embrace old fashion theme process come look like something wholly original,1
3245,potent allegorical love story,1
3246,deliciously nonsensical comedy city come apart seam,1
3247,fill low brow humor gratuitous violence disturb disregard life,0
3248,suppose romantic comedy suffers much norma rae enough pretty woman,0
3249,everything,0
3250,bit derivative stand psychological thriller purport,0
3251,work smoothly direction spielberg convince impersonation director enjoy immensely,1
3252,outside burger desire make kind film really unclear project undertaken,0
3253,impressed many tit tat retaliatory responses filmmaker allow pull plug conspirator avert american russian armageddon,1
3254,director david fincher writer david koepp sustain,0
3255,charm funny beautifully craft import use little dialogue make relatively effortless read follow action time,1
3256,chateau belongs rudd whose portrait therapy dependent flakeball spout french malapropism nonstop hoot,1
3257,offer clear eyed chronicle female friendship complex honest anything represent hollywood film,1
3258,burn never really harness full effect energetic cast,0
3259,absorb slice depression life touch nerve ring true,1
3260,santa clause 2 plot may sound like co write mattel executive lobbyists tinsel industry,0
3261,davis energy bother make heroine book sound convincing gender war idea original comic scene fly,0
3262,cumbersome cliche ridden movie grease every emotional device know man,0
3263,road trip get think yet,0
3264,shyamalan take potentially trite overused concept alien come earth infuses rustic realistic altogether creepy tale hidden invasion,1
3265,documentary make stone weep shameful scary,1
3266,first time several year mr allen surpass magic spun hollywood empress m leoni ellie,1
3267,gulpilil command screen presence character abundant humanism make film moral compass,1
3268,body smack exhibitionism cathartic truth tell,0
3269,hard believe life like sound dull,0
3270,ruh roh romething really wrong ricture,0
3271,sport admirable energy full body characterization narrative urgency,1
3272,marvel production design,1
3273,mr deed really film much loose collection funny gag scatter moment lazy humor,0
3274,close two hour audience force endure three terminally depress mostly inarticulate hyper dysfunctional family price one,0
3275,way know exactly much exaggeration get creepy feeling film closer mark want believe,1
3276,love music hard imagine fun watch documentary,1
3277,first time director joão pedro rodrigues unwillingness define hero background motivation become frustrating film go,0
3278,plenty warmth go around music laughter love family,1
3279,excruciate 86 minute one might sit summer involve dentist drill,0
3280,affectionately goofy satire unafraid throw elbow necessary,1
3281,low rent frame one,0
3282,boast enough funny dialogue sharp characterization mildly amuse,1
3283,strange funny twist brilliant macabre,1
3284,contrive pastiche caper clichés,0
3285,remake number link halfwit plot series standup routine wilson murphy show funny could ambitious movie,0
3286,movie deadly dull watch proverbial paint dry would welcome improvement,0
3287,drag nettelbeck see work woman least work woman show little understanding,0
3288,expect college comedy target audience graduate junior high school,0
3289,ingenious film comedy since john malkovich,1
3290,cheerful enough imminently forgettable rip besson earlier work,0
3291,graceless witless attempt mat like hot wwii espionage thriller,0
3292,like sequel take work last time repeat add character stunt stuff attempt camouflage sameness,0
3293,quick want see comedy shoddy airport security,0
3294,seem like strange route true love maybe film maker credit believe exactly two people need find,1
3295,give intrigue twist french come age genre,1
3296,get distinct impression franchise draw close,1
3297,movie never seem fresh vital never play dramatic even dramatic thing happen people labour storytelling,0
3298,ryosuke create wry win languidly pace meditation mean value family,1
3299,country bear scene upset frighten young viewer unfortunately almost nothing flat effort amuse entertain either,0
3300,worth look side issue perspective offer one public rarely see,1
3301,film bad improve upon experience star blank screen,0
3302,amuse breezily apolitical documentary life campaign trail,1
3303,brood quality ash wednesday suspenseful ultimately unpredictable sterling ensemble cast,1
3304,gasp appal laugh outrage possibly watch spectacle promise young lad tread desperately nasty sea shed errant tear,1
3305,saddle unwieldy cast character angle payoff powerful revelatory,1
3306,remains variant nincompoop benigni persona annoy though less angry version irresponsible sandlerian manchild undercut voice star road trip,0
3307,sometimes smart often sophomoric,0
3308,new film anton chekhov cherry orchard put ick classic,0
3309,less cinematically powerful quietly deeply move powerful,1
3310,thirteen conversation one thing lay narrative puzzle interweaves individual story like mobius strip elliptically loop back begin,1
3311,sharp lively funny ultimately sober film,1
3312,schütte dramatic snapshot artist three day death offer interesting bit speculation issue brecht faced life draw close,1
3313,ze movie start funny nothing,0
3314,delicious quirky movie terrific screenplay fanciful direction michael gondry,1
3315,come age story see bit film rarely tell affect grace cultural specificity,1
3316,compel wiseman epic recent year,1
3317,like mike interested recycle old cliche want tweak taste tangy new humor,1
3318,feel like cold old man go motion,0
3319,lead performance oscar size quaid utterly fearless tortured husband live painful lie moore wonderfully underplays long suffer heroine unflappable 50s dignity somewhere jane wyman june cleaver,1
3320,script smart dark hallelujah small favor,1
3321,represent worthy departure culture clash comedy mark emerge indian american cinema,1
3322,forgettable horror gory psychological highly satisfy quotient friday night excitement milla power,1
3323,unpretentious charm quirky original,1
3324,young star cute story ensue complication manipulative message blatant resolution convenient,0
3325,short sweet also anything else slight tadpole pull back consequence action revelation,0
3326,pinochet case sear album remembrance survive suffer,1
3327,half bake overheated,0
3328,superbly control passionate adaptation graham greene 1955 novel,1
3329,cast uniformly excellent relax,1
3330,jew catholic would catechism,0
3331,macdowell whose wifty southern charm anchor light affair bring absolutely riveting conviction role,1
3332,hilarious romantic comedy,1
3333,loses sense humor vat fail joke twitchy act general boorishness,0
3334,regard 1967 key turn point 20th century return image dissident street alarmingly current,1
3335,film rehash several old theme cap pointless extreme insanely violent graphic,0
3336,thing really get weird though particularly scary movie portent content,0
3337,suffers flat script low budget,0
3338,anyone ever suffer martinet music instructor doubt fantasize unhappy repress twisted personal life tormentor deserve people really go love piano teacher,1
3339,beautiful image solemn word can not disguise slack complacency godard vision gorgeous piano string soundtrack drown tinny self righteousness voice,0
3340,nothing new old story except show fisticuffs sort stop go slow motion make gang rumble look like stream 28k modem,0
3341,limp eddie murphy vehicle even seem embarrassed part,0
3342,movie quite simply make,0
3343,neither romantic thrilling offer plenty ponder chew unusual relationship slowly unfolds,1
3344,enjoyable comedy lingual cultural difference château film full life small delight wiggle energy young kitten,1
3345,giddy whimsical relevant today 270 year ago,1
3346,eastwood wince clutch chest gasps breath spectacular performance ahem hope act,0
3347,time auto focus feel distant might well watch telescope yet aloof unreachable way fascinate able look away second,1
3348,like russo guy lookin mamet instead find sturges,1
3349,jolie performance vanishes somewhere hair lip,0
3350,pleasant enough comedy find summer place,1
3351,sweet gentle jesus screenwriter cut paste every bad action movie line history,0
3352,cat meow mark return form director peter bogdanovich,1
3353,surprisingly flat retread hobble half baked setup sluggish pacing,0
3354,awful movie satisfy emotionally malleable filmgoers,0
3355,impressive debut first time writer director mark romanek especially consider background music video,1
3356,home movie sweet treasure something well worth time,1
3357,singer composer bryan adam contributes slew song potential hit simply intrusive story whole package certainly capture intend er spirit piece,1
3358,lead double life american film come good matter play realistically always fairly,1
3359,familiar basically sort cautionary tale old angels dirty face appeared 1938,0
3360,filmmaker try balance point often incisive satire unabashed sweetness result sometimes brace sometimes baffle quite often unexpected way touch,1
3361,open promise war adventure film ever see dissolve routine courtroom drama well suit movie title glory soldier story,0
3362,film enough innovation pizazz attract teenager lack novel charm make spy kid surprise winner adult young audience,0
3363,plot full twist upon knot nonstop parade mock tarantino scuzbag type start clever veers overkill,1
3364,dreadful day irish history give passionate somewhat flawed treatment,1
3365,film confuse melange tone style one moment romantic trifle next turgid drama,0
3366,even harden voyeur would require patience job get interminable shapeless documentary swinging subculture,0
3367,tense terrific sweaty palm fun,1
3368,excite involve rock music doc smart satisfy look inside tumultuous world,1
3369,pretty good execution story lot rich one hollywood action screenwriter usually come,1
3370,know look female friendship spike raw urban humor,1
3371,love way take chance really asks take great leap faith pay,1
3372,ian holm conquers france earthy napoleon,1
3373,magic original running time ace japanimator hayao miyazaki spirit away survive intact bv voice version,1
3374,tightly organize efficiency numerous flashback constant edge tension miller film one 2002 involvingly adult surprise,1
3375,surround us hyper artificiality haynes make us see familiar issue like racism homophobia fresh way,1
3376,animation increasingly emphasize computer cool film take stand favor tradition warmth,1
3377,marquis de sade dull person film make,0
3378,meticulously mount exasperatingly well behave film tick kahlo lifetime milestone dutiful precision tax accountant,0
3379,far fetched premise convolute plot thematic mumbo jumbo destiny redemptive love,0
3380,like four lead actor lot manage squeeze laugh material tread water best forgettable effort,0
3381,totally weirded notion cinema community therapy spectacle quit hit home disorienting force,1
3382,premise sooooo tire pair really poor comedic write get huge mess,0
3383,begin film tradition graduate quickly switch something recyclable significant,1
3384,director kevin bray excels break glass mark miami vice checklist power boat latin music dog track however deliver nearly enough show trademark style flash,0
3385,spielberg first real masterpiece deserve heart win still 20 year later,1
3386,crush clever captivate romantic comedy welcome pinch tartness,1
3387,standard knucklehead swill hot chick pretty damn funny,1
3388,enjoy movie sharp dialogue delightful performance jolie burn gloss sense end,0
3389,bottom line least opinion imposter make well short story film,0
3390,bad movie pretty divert pity rarely achieve best,1
3391,lack compassion good natured humor level insight make eyre first film something sleeper success,0
3392,humor sharp effect innovative story imaginative original could worse,0
3393,director rob marshall go gun make great one,1
3394,despite gulps film fuzzy huggy,0
3395,nair attention detail create impeccable sense place thurman lewis give easily consider career best performance,1
3396,movie blend together become distant memory mention solaris five year sure saw opinion share,1
3397,thing make original men black pleasure still,1
3398,really bad much distasteful need kidnap suspense drama right like need doomsday thriller,0
3399,showtime particularly assaultive still make feel never want see another car chase explosion gunfight,0
3400,misstep take otherwise fascinate rivet story send path mundane,1
3401,movie relatively simple plot uncomplicated morality play well affable cast,1
3402,highly spirited imaginative kid movie broach neo augustinian theology god stick heaven afraid best know creation,1
3403,texan director george ratliff unlimited access family church meeting delivers fascinate psychological fare,1
3404,exhilarate futuristic thriller noir minority report twist best technology around grip story deliver rivet pulse intensify escapist adventure first order,1
3405,movie funny peek finger front eye,1
3406,selection scene search movie,0
3407,graphic sex may attract audience unfaithful grip performance lane gere keep awake,1
3408,oh james 20th out show lot stamina vitality get madonna cameo suck,1
3409,talk perfect movie many make still quite worth see,1
3410,anyone passion cinema indeed sex see soon possible,1
3411,picture run mere 84 minute glance head turner thoughtfully write beautifully read finally deeply humanize,1
3412,path may familiar first time director denzel washington top notch cast manage keep thing interest,1
3413,ferrara directs entire film kind detachment make give frame look like family custom make christmas card,1
3414,highly intrigue thriller couple ingenious plot device lavishly build setting worthwhile tutorial quantum physic slash dash,1
3415,engross portrait uncompromising artist try create something original backdrop corporate music industry seem care bottom line,1
3416,renner carry much film creepy dead performance,1
3417,kind trifle date night invent,1
3418,beyond handful mildly amuse line much laugh,0
3419,slight enjoyable documentary,1
3420,get pretentious eye roll moment entirely grab stuff like,1
3421,difficult worthy film bite chew link massacre armenian 1915 difficult relationship present,1
3422,wish would go top instead try way,0
3423,provide move revelatory footnote holocaust,1
3424,time literally stops dime try hard cool clockstoppers mean still feel like long 90 minute movie go life,0
3425,film exactly assure execution notable sheer audacity openness,1
3426,go point nausea,0
3427,time machine journey back childhood care melt away dark theater film ability mesmerize astonish entertain,1
3428,hook drama within drama unsolved murder unresolved moral conflict jockey spotlight,1
3429,tykwer surface flash poor fit kieslowski lyrical pessimism completely contradict everything kieslowski work aspire include condition art,0
3430,another retell alexandre duma classic know work direction kevin reynolds,1
3431,character seem one dimensional film superficial probably interest primarily target audience,0
3432,walter hill undisputed like 1940s warner bros picture mean compliment,1
3433,music make nice album food entice italy beckons us,1
3434,film may hit hard good drug relate picture still manage get punch,1
3435,two hour junk,0
3436,earnest earthbound slow soggy soporific visually dank crime melodrama character study would home small screen stellar cast,0
3437,picture emerge surprisingly anemic disappointment,0
3438,van wilder may worst national lampoon film far generation animal house,0
3439,something deeply creepy never new arrow schaeffer quiver ineptitude,0
3440,degree ivans xtc work thanks huston revelatory performance,1
3441,haneke script elfriede jelinek novel contrive unmotivated psychologically unpersuasive inconclusive end,0
3442,disturb brilliant documentary,1
3443,wait see terrific film kid kid borrow,1
3444,statham employ accent think suppose attempt hardass american sometimes lapse unhidden british,0
3445,genuinely move wisely unsentimental drama,1
3446,director paxton surprisingly brilliant deftly sew together could confuse horrify vision intense engross head trip,1
3447,spider outrun motorcycle wrap person sticky cocoon second fall short interesting entertain,0
3448,genuinely unnerve,1
3449,drama temptation salvation good intention thoughtful examination faith love power,1
3450,talented clever robert rodriguez perhaps put little much heart first film reserve enough second,0
3451,passion lip synching tragedy lot really really high note opera favorite long time fat lady sings,0
3452,play straight face fashion little humor lighten thing heavy hand film almost laughable consequence,0
3453,frequent allusion gurus doshas strike westerner verge mumbo jumbo broad streak common sense emerge unimpeachable clarity,1
3454,twisty moody slice southern gothic,1
3455,leigh dare without deny hardscrabble life people economic fringe margaret thatcher ruinous legacy insist importance moment people connect express love,1
3456,vivid cinematic portrait,1
3457,dig david mamet mind trick rent movie enjoy,1
3458,bluer atlantic biologically detailed autopsy movie also frequently hilarious,1
3459,barney throw away goodwill first half movie generate orchestrate finale impenetrable dull,0
3460,birthday girl amuse joy ride surprisingly violent moment,1
3461,word another sport drama character study yet one make heart lack outright newness plus like already mention robert duvall mon,1
3462,one unpleasant thing studio ever produce,0
3463,feel good movie feel movie feel good feel sad feel piss end feel alive,1
3464,smug artificial ill construct fatally overlong never find consistent tone lack bite degenerate pious preachy soap opera,0
3465,beautiful watch hold certain charm,1
3466,confident richly act emotionally devastate piece work 2002 first great film,1
3467,like vardalos corbett play roles vibrant charm film direct joel zwick heartfelt hilarious way fake,1
3468,lasker canny meditative script distance sex love byron luther realize get satisfaction without latter,1
3469,film feel conceive shot fly like lunch break shearer radio show simpson voice over,0
3470,lame comedy,0
3471,leigh film full memorable performance top bottom,1
3472,tackle difficult subject grief loss life embrace spirit theme drag audience,1
3473,movie laughter self exploitation merge jolly soft porn empowerment,0
3474,bowel curdle heart stop recipe terror,1
3475,stanley kwan direct one best gay love story ever make one best love story stripe,1
3476,film hackneyed message help thin characterization nonexistent plot pretentious visual style,0
3477,harris command screen use frailty suggest ravage life corruption ruthlessness,1
3478,witty whimsical feature debut,1
3479,gimmick search movie get carvey many silly costume deliver many silly voice possible plot mechanic damn,0
3480,movie friday fan critic damn already like sort thing sort thing,0
3481,every bit bogus disney live action family movie real plot real conflict real point,0
3482,leer offer next little insight intriguing subject,0
3483,wed feel bit anachronistic still every low budget movie must quirky bleak happy end cinematic sin,1
3484,amount good acting enough save oleander uninspired story,0
3485,take really long slow dreary time dope tuck everlasting family sour immortal,0
3486,essentially miss blackboard sense something big ultimate point,0
3487,harks back time movie imagination market research,1
3488,hard put find movie character unattractive odorous leon,0
3489,nair stuff film dance henna ornamentation group song narrative clichés telegraph episode smell old soap opera,0
3490,clever blend fact fiction,1
3491,potty mouth enough pg 13 yet hilariously raunchy south park strangely schizo cartoon seem suit neither kid adult,0
3492,schindler list,0
3493,hey least title film let know exactly head,0
3494,big musical number like praise lord god second chance put enjoyable choice young kid,1
3495,genuinely cool hear character talk early rap record sugar hill gang etc constant reference hip hop arcana alienate even savviest audience,0
3496,none call satire sting woody afraid biting hand finally extent warm,0
3497,adrian lyne come close profundity likely get,1
3498,time serious pink slip observant unfussily poetic meditation identity alienation,1
3499,michael gerbosi script economically pack tell scene,1
3500,mood look tone film fit incredible storyline,1
3501,send away believer quite cheer,1
3502,thoughtful provocative entertaining,1
3503,priggish lethargically pace parable renewal,0
3504,like deli sandwich lot ham lot cheese sickly sweet coat disguise excrescence consumption second half,0
3505,showtime closer slowtime,0
3506,silly stuff mixed together like term paper kid quite distinguish one sci fi work another,0
3507,end film less cheap thriller expect fairly reveal study two main character damage good people whose orbit inevitably dangerously collide,1
3508,religious film bailiwick stay away otherwise could passable date film,0
3509,impossible romance root patronize iranian lad,1
3510,hard imagine another director ever make wife look bad major movie,0
3511,compel spanish film wither effect jealousy life young monarch whose sexual passion husband become obsession,1
3512,rice pedestrian filmmaker bring edge personality rise place would set apart deep south story,0
3513,like pack dynamite stick build controversy film explosive stick wet,0
3514,offend lack faith audience anything display,1
3515,meditation faith madness frailty blood curdle stuff,1
3516,play like somebody spliced random moment chris rock routine otherwise cliche riddle self serious spy thriller,0
3517,see film,0
3518,even flaws revolution 9 prof compel interestingly tell film,1
3519,another best year selection,1
3520,sturdy entertaining period drama caine fraser moment,1
3521,serious movie goer embark upon journey find road perdition lead satisfy destination,1
3522,empty exercise florid ultimately vapid crime melodrama lot surface flash little emotional resonance,0
3523,come away wish though movie spend lot less time try make credible case report afterlife lot time romantic urgency center story,0
3524,generally fan vegetable batch pretty cute,1
3525,line feel like long soliloquy even frame conversation max static stilted,0
3526,guillen rarely get beneath surface thing list ingredient never mix stir,0
3527,morton usual brilliant,1
3528,predictability bland comfort food appeal film pleasant enough dish,0
3529,force familiar thoroughly condescend,0
3530,touch generally light enough performance part credible,1
3531,undeniably gorgeous terminally smitten document troubadour acolyte triumph band,1
3532,character movie shred plausibility event believable confrontation stag moment false,0
3533,moment hilarity,1
3534,last 20 minute somewhat redeem movie teenage american road trip drek see time read fart joke,0
3535,string ensemble cast romance recently peter mattei love time money set apart form chain relationship come full circle end positive tragic note,1
3536,robinson web suspense match page turn frenzy clancy creates,1
3537,even ultimately disappoint picture matinee admission worth funny keep afloat,0
3538,sophomore slump director sam mendes segue oscar winner oscar win potential smooth sleight hand,1
3539,turturro fabulously funny top sneaky butler excels art impossible disappear reappearing act,1
3540,excite well pace,1
3541,little atmosphere generate shadowy light macabre set endless rain offset sheer ugliness everything else,0
3542,prison soccer movie star charismatic tough guy vinnie jones much spit enjoy,0
3543,superior horror flick,1
3544,whether writer director anne fontaine film ghost story account nervous breakdown trip memory lane three none seductive haunting,1
3545,time stand still way one clockstoppers sci fi thriller lazy interminable,0
3546,director mr ratliff wisely reject temptation make fun subject,1
3547,story alone could force scratch hole head,0
3548,woo resonant film since killer,1
3549,feel summer popcorn movie nothing deep substantial explosion joke sexual innuendo abound,1
3550,night feel like quickie tv special feature film even tv special bother watch past second commercial break,0
3551,one smarter offering horror genre produce recent memory even far tame advertise,1
3552,play like series vignette clip film still look common line,0
3553,rather superficial arthouse middle brow film know please crowd well,0
3554,try dare original come occasionally satirical never fresh,0
3555,eyre way become american indian spike lee,1
3556,surprisingly sweet gentle comedy,1
3557,detox ultimately pointless endeavor,0
3558,hard imagine alan arkin good performance,1
3559,mr spielberg company want enjoy without feel con succeed merrily noble endeavor,1
3560,gag worn bit thin year though ask still find chuckle,0
3561,do,0
3562,harmless fun,1
3563,treat woman like idiot,0
3564,end result like cold porridge odd enjoyably chewy lump,0
3565,might buy idea definitely want shirt,1
3566,never feel anything character result film basically curiosity,0
3567,sign good film essence great one somewhere,1
3568,affinity character nothing attractive see also difficult fathom,0
3569,work lack purpose strong pulse,0
3570,broad melodramatic estrogen opera pretty toxic right,0
3571,auteil less dramatic equally incisive performance charismatic charmer likely seduce conquer,1
3572,watch film one leave inescapable conclusion hitchens obsession kissinger bottom sophisticate flower child desire purge world tooth claw human power,1
3573,capture understated comedic agony ever ruminate genteel yet decadent aristocracy longer pay bill film could well address turn 20th century 21st,1
3574,fake street drama keep tell thing instead show,0
